Classifications,Permanent Call Number,Material Type,Author,ISBN,ISSN,Title (Complete),Publication Place,Publisher,Publication Date,Barcode,Replacement cost,
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647763,0,0123500647763
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647771,0,0123500647771
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647789,0,0123500647789
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647797,0,0123500647797
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647805,0,0123500647805
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647813,0,0123500647813
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647821,0,0123500647821
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647839,0,0123500647839
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647847,0,0123500647847
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647854,0,0123500647854
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647862,0,0123500647862
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647870,0,0123500647870
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647888,0,0123500647888
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647896,0,0123500647896
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647904,0,0123500647904
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647912,0,0123500647912
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647920,0,0123500647920
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647938,0,0123500647938
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647946,0,0123500647946
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647953,0,0123500647953
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647961,0,0123500647961
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647979,0,0123500647979
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647987,0,0123500647987
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500647995,0,0123500647995
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648001,0,0123500648001
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648019,0,0123500648019
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648027,0,0123500648027
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648035,0,0123500648035
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648043,0,0123500648043
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648050,0,0123500648050
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648068,0,0123500648068
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648076,0,0123500648076
Architecture,NA1 .A69,Journal,,,0003-861X,The Architectural review : a magazine of architecture & the arts of design.,"[London,",Architectural Press Ltd,1896,123500648084,0,0123500648084
Architecture,NA1 .P67,Journal,,,0032-6674,Prairie school review.,"Park Forest, Ill. :",Prairie School Press,1964,123500737630,0,0123500737630
Architecture,NA1 .P67,Journal,,,0032-6674,Prairie school review.,"Park Forest, Ill. :",Prairie School Press,1964,123500737648,0,0123500737648
Architecture,NA1 .P67,Journal,,,0032-6674,Prairie school review.,"Park Forest, Ill. :",Prairie School Press,1964,123500737655,0,0123500737655
Architecture,NA1 .P67,Journal,,,0032-6674,Prairie school review.,"Park Forest, Ill. :",Prairie School Press,1964,123500737663,0,0123500737663
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739784,0,0123500739784
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739792,0,0123500739792
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739800,0,0123500739800
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739818,0,0123500739818
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739826,0,0123500739826
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739834,0,0123500739834
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739842,0,0123500739842
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739859,0,0123500739859
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739867,0,0123500739867
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739875,0,0123500739875
Architecture,NA1.A1 A7,Journal,,,0044-863X,Architectura.,München :,Deutscher Kunstverlag,1971,123500739883,0,0123500739883
Architecture,NA1 .B43a,Journal,Boston Society of Architects,,,Journal-Boston Society of Architects.,"Boston,",the Society,1967,123500739891,0,0123500739891
Visual arts,N8670 .H4,Journal,,,,Hesperia art bulletin.,Philadelphia.,,1957,123500743877,0,0123500743877
Architecture,NA1 .A15,Journal,,,,Academy architecture and architectural review...,London,sn,1889,123500786553,0,0123500786553
Architecture,NA1 .A15,Journal,,,,Academy architecture and architectural review...,London,sn,1889,123500786561,0,0123500786561
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790514,0,0123500790514
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790522,0,0123500790522
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790530,0,0123500790530
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790548,0,0123500790548
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790555,0,0123500790555
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790563,0,0123500790563
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790571,0,0123500790571
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790589,0,0123500790589
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790597,0,0123500790597
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790605,0,0123500790605
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790613,0,0123500790613
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790621,0,0123500790621
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790639,0,0123500790639
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790647,0,0123500790647
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790654,0,0123500790654
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790662,0,0123500790662
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790670,0,0123500790670
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790688,0,0123500790688
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790696,0,0123500790696
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790704,0,0123500790704
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790712,0,0123500790712
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790720,0,0123500790720
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790738,0,0123500790738
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790746,0,0123500790746
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790753,0,0123500790753
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790761,0,0123500790761
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790779,0,0123500790779
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790787,0,0123500790787
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790795,0,0123500790795
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790803,0,0123500790803
Architecture,NA1 .S63,Journal,,,0037-9808,Journal of the Society of Architectural Historians.,"Meriden, Conn.",,1941,123500790811,0,0123500790811
Visual arts,N9.2 .C35,Journal,,,0576-9019,Catalogue Bolaffi d'art moderne : le marché de Paris.,Torino :,Fernand Hazan; Giulio Bolaffi Editore,1966-,123500814108,0,0123500814108
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898838,0,0123500898838
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898846,0,0123500898846
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898853,0,0123500898853
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898861,0,0123500898861
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898879,0,0123500898879
Visual arts,N7340 .K872,Journal,,,,Ku kung hsüeh shu chi kʻan / Kuo li ku kung po wu yüan pien chi.,Chung-hua min kuo Tʻai-wan sheng Tʻai-pei shih Shih-lin Wai- shuang-hsi :,Kai yüan,1983-,123500898887,0,0123500898887
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899026,0,0123500899026
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899034,0,0123500899034
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899042,0,0123500899042
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899059,0,0123500899059
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899067,0,0123500899067
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899075,0,0123500899075
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899083,0,0123500899083
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899091,0,0123500899091
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899109,0,0123500899109
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899117,0,0123500899117
Visual arts,N7340 .K87,Journal,,,0454-675X,Ku kung chi kʻan.,Tʻai-pei :,Kuo li ku kung po wu yüan,1966,123500899125,0,0123500899125
Architecture,NA1 .A85,Journal,,,,Arts and architecture.,"Los Angeles,",Western States Pub Co etc,1911,123500901806,0,0123500901806
Architecture,NA1 .A85,Journal,,,,Arts and architecture.,"Los Angeles,",Western States Pub Co etc,1911,123500901814,0,0123500901814
Architecture,NA1 .A77,Journal,,,,Architecture.,New York :,C Scribner's Sons etc,1900-36],123500901996,0,0123500901996
Visual arts,N8560 .S82,Journal,,,0039-3630,Studies in conservation = Études de conservation.,London :,International Institute for Conservation of Historic and Artistic Works,1952,123500902242,0,0123500902242
Visual arts,N8560 .S82,Journal,,,0039-3630,Studies in conservation = Études de conservation.,London :,International Institute for Conservation of Historic and Artistic Works,1952,123500902259,0,0123500902259
Visual arts,N8560 .S82,Journal,,,0039-3630,Studies in conservation = Études de conservation.,London :,International Institute for Conservation of Historic and Artistic Works,1952,123500902267,0,0123500902267
Visual arts,N8560 .S82,Journal,,,0039-3630,Studies in conservation = Études de conservation.,London :,International Institute for Conservation of Historic and Artistic Works,1952,123500902275,0,0123500902275
Visual arts,N9.3 .V85,Journal,"Österreichische Galerie (Vienna, Austria)",,0083-615X,Mitteilungen der Österreichischen Galerie.,"Wien,",Österreichische Galerie,1957,123500904842,0,0123500904842
